Date,News,
2017-07-20,Microsoft profit beats expectations on strong cloud demand,
2017-07-20,Maersk applies new IT security systems after malware attack,
2017-07-21,"China aims to become world leader in AI, challenges U.S. dominance",
2017-07-24,Qualcomm accuses tech group of 'misdirecting' trade regulators,
2017-07-24,Microsoft is considering killing the iconic Paint software after nearly 32 years http://cnb.cx/2uQbbCv ,
2017-07-24,WebMD gets second opinion on rollup strategy,
2017-07-24,Microsoft is entering the war over A.I. chips http://cnb.cx/2uqneWy ,
2017-07-24,Microsoft's new HoloLens processor will let mixed reality goggles recognize speech and images https://bloom.bg/2tst0nP pic.twitter.com/6seJT0pyen,
2017-07-25,"U.S. House panel wants Google, Facebook, AT&T CEOs to testify on internet rules",
2017-07-25,"House panel wants Google, Facebook, AT&T CEOs to testify on internet rules",
2017-07-25,Microsoft confirms it's not killing off Paint after outpouring of support http://cnb.cx/2tyeHhr ,
2017-07-26,Microsoft battles Google with a cutting-edge cloud service that charges by the second http://cnb.cx/2tCKSMB ,
2017-07-26,Former Microsoft exec shares 2 books that shaped his career and made him more successful http://cnb.cx/2uZmf0b ,
2017-07-26,How Microsoft has become the surprise innovator in PCs http://cnb.cx/2tYIAXE ,
2017-07-27,Amazon's Jeff Bezos becomes world's richest: Forbes,
2017-07-28,Amazon everywhere: E-commerce titan is topic companies can't avoid,
2017-07-28,"Nielsen moved 56,000 employees from Microsoft’s business software to Google's https://bloom.bg/2tKComy pic.twitter.com/i6WeVmahcK",
2017-07-31,Republicans want tech input on U.S. net neutrality legislation,
2017-07-31,"Cowen says Microsoft’s profitability worries are overblown, predicts more than 15% rally http://cnb.cx/2uQxQfW ",
2017-08-01,British minister asks Silicon Valley to do more to counter militants,
2017-08-01,Ukraine finally battens down its leaky cyber hatches after attacks,
2017-08-01,Headsets that let you step into Microsoft Windows are now for sale http://cnb.cx/2tWesg7 ,
2017-08-02,"Microsoft just officially listed AI as one of its top priorities, replacing mobile http://cnb.cx/2vjJX7V ",
2017-08-02,Headsets that let you step into Microsoft Windows are now for sale http://cnb.cx/2uil4Vw ,
2017-08-02,"Dow cracks 22,000, Apple hits record high",
2017-08-02,"US STOCKS-Wall St pares gains sharply after Dow hits 22,000 mark",
2017-08-03,Microsoft officially tells investors that AI is a top priority http://cnb.cx/2w7MlMF  via @cnbctech,
2017-08-03,Microsoft is testing a feature to let you control parts of Windows 10 with your eyes http://cnb.cx/2vsgUyu ,
2017-08-03,"US STOCKS-S&P, Nasdaq slip as tech weighs; Dow hits record",
2017-08-04,Amazon shadow looms large ahead of retail earnings,
2017-08-07,Xing signs up million new members in H1,
2017-08-08,Activist investor sells $500 million in Microsoft stock http://cnb.cx/2unm23V ,
2017-08-10,Qatalyst Partners shuts private capital raising practice: sources,
2017-08-10,SoftBank bolsters Flipkart's firepower to challenge Amazon in India,
2017-08-10,Nvidia tumbles ahead of results amid broader market drop,
2017-08-10,SoftBank's Vision Fund acquires stake in India's Flipkart,
2017-08-10,Microsoft Surface devices fail on reliability -Consumer Reports,
2017-08-10,Qatalyst Partners shuts private capital raising practice-sources,
2017-08-10,How AI robots hunt new drugs for crippling nerve disease,
2017-08-10,Nvidia shares fall on data center revenue but chips ride cryptocurrency boom,
2017-08-10,Microsoft Surface devices fail on reliability: Consumer Reports,
2017-08-10,Microsoft unveils technology to speed up blockchain and its adoption,
2017-08-10,Microsoft unveils technology to speed up blockchain and its adoption http://reut.rs/2vSVNqh pic.twitter.com/j3w4LGUpCu,
2017-08-10,Microsoft unveils technology to speed up blockchain and its adoption http://reut.rs/2wLJuIV pic.twitter.com/m2oqMO6Bbj,
2017-08-10,Microsoft is opening its doors to Kaspersky and other third party antivirus software https://bloom.bg/2vQRZoL pic.twitter.com/B9F0eDGy4F,
2017-08-10,.@ConsumerReports is withdrawing its recommendation for 4 Microsoft laptops and tablets https://bloom.bg/2uu2VoQ pic.twitter.com/I2lH6Om3CQ,
2017-08-10,Consumer Reports just pulled its Microsoft Surface tablet and laptop recommendations http://cnb.cx/2vHZRJi ,
2017-08-10,Consumer Reports: 25 percent of Microsoft Surfaces will break within two years http://cnb.cx/2fvmMRM ,
2017-08-10,Kaspersky Lab to withdraw Microsoft antitrust complaints http://reut.rs/2vQYf0F pic.twitter.com/iKcfLCTyeK,
2017-08-10,Kaspersky Lab to withdraw Microsoft antitrust complaints http://reut.rs/2vS43a9 pic.twitter.com/bWqLYivFQU,
2017-08-11,Nvidia shares fall as investors fret over data center growth,
2017-08-11,Microsoft has found an inexpensive way to save lives in India http://cnb.cx/2uupBct ,
2017-08-11,.@ConsumerReports is withdrawing its recommendation for 4 Microsoft laptops and tablets https://bloom.bg/2vUzkYX pic.twitter.com/bP8Xuniuwt,
2017-08-12,Microsoft is opening its doors to Kaspersky and other third party antivirus software https://bloom.bg/2uzgnYg pic.twitter.com/3CSMf8Ds8n,
2017-08-14,It looks like Amazon used a small acquisition to catch up with Microsoft Azure on security http://cnb.cx/2uHPaCU ,
2017-08-14,U.S. judge says LinkedIn cannot block startup from public profile data,
2017-08-15,Tech companies ramp up NAFTA lobbying on eve of trade talks,
2017-08-15,"Microsoft buys a high-performance cloud company to boost Azure against Amazon, Google http://cnb.cx/2vYvpuC ",
2017-08-15,Amazon used a small acquisition to catch up with Microsoft Azure on security http://cnb.cx/2uW55gb  via @cnbctech,
2017-08-16,Bill Gates gave 64 million Microsoft shares to his philanthropic foundation in June,
2017-08-18,Wall St Week Ahead-Shift from non-GAAP bottom lines could be good for stock prices,
2017-08-19,"U.S. warship Indianapolis found 18,000 feet deep in Pacific Ocean",
2017-08-22,"Salesforce.com profit beats estimates, shares drop after hours",
2017-08-24,"Apple to build Iowa data center, get $207.8 million in incentives",
2017-08-25,U.S. EPA ends sponsorship of climate leadership program,
2017-08-25,EPA ends sponsorship of climate leadership program,
2017-08-29,US STOCKS-Wall St ends higher as fear over North Korea dissipates,
2017-08-30,"Blockchain technology moves into car sharing, mobility services",
2017-08-30,Amazon's Alexa to chat up Microsoft's Cortana http://reut.rs/2xMQNQW pic.twitter.com/BT82t8nNCx,
2017-08-31,"Microsoft and Amazon, fierce rivals in cloud computing, are collaborating in another emerging field: voice computing",
2017-08-31,Trump's expected repeal of Dreamer program draws fire from business,
2017-08-31,Gotta have faith: The rise of religious ETFs,
2017-08-31,"Chinese cyber spies broaden attacks in Vietnam, security firm says",
2017-08-31,"Facing rivals with powerful mobile OS ecosystems, Amazon and Microsoft will let Alexa and Cortana talk to each other http://on.wsj.com/2vMuBVB ",
2017-09-01,"Audio firm Harman aims for sales boost, new deals after Samsung takeover",
2017-09-03,"Trump to scrap protection for 'Dreamers,' give Congress six months to fix",
2017-09-04,"CORRECTED- Immigrant ""Dreamers"": and their bosses: wait anxiously for Trump decision",
2017-09-04,Immigrant 'Dreamers': and their bosses: wait anxiously for Trump decision,
2017-09-05,MOVES-Deutsche hires Nielsen for digital role in CIB,
2017-09-05,Factbox: Trump plan to dismantle 'Dreamer' program draws strong responses,
2017-09-05,"Trump ends 'Dreamer' immigration program, places onus on Congress",
2017-09-05,Microsoft president urges Congress: put Dreamers before tax reform,
2017-09-06,Vuzix smart glasses contract will help U.S. war veterans 'see' again,
2017-09-07,Asia must lead charge for pollution-free planet: UN environment head,
2017-09-07,"US STOCKS-Wall St ends flat as media stocks slump, healthcare gains",
2017-09-07,Breakingviews: Record basketball price is timely bet on Houston,
2017-09-07,Israeli drone maker Airobotics raises $32.5 million in private funds,
2017-09-07,Israeli drone maker Airobotics raises $32.5 mln in private funds,
2017-09-07,"Wall St. ends flat as media stocks slump, healthcare gains",
2017-09-07,"Atlassian launches Stride, the latest would-be Slack killer",
2017-09-08,Microsoft is chasing European startups to build up its future cloud business https://bloom.bg/2xTB6Iy pic.twitter.com/oAK19l7163,
2017-09-08,Microsoft and Facebook gear up for a new battle over DACA https://bloom.bg/2xRPeB8 pic.twitter.com/gtEppuKuIK,
2017-09-11,Microsoft is chasing European startups to build up its future cloud business https://bloom.bg/2fcRxIa pic.twitter.com/3RdTysh9EJ,
2017-09-12,Slack launches new features for inter-company collaboration,
2017-09-13,EU plans more robust security to shore up cyber defences,
2017-09-13,EU plans more robust security to shore up cyber defenses,
2017-09-14,Microsoft adds cloud security to keep out hackers ...and government snoops https://bloom.bg/2xnsXhV pic.twitter.com/PvFAF7vINi,
2017-09-14,Microsoft adds cloud security to keep out hackers ...and government snoops https://bloom.bg/2fl98hb pic.twitter.com/662QnlMAG2,
2017-09-14,"Oracle's profit, cloud growth forecasts drag down shares",
2017-09-14,Magic Leap is about to land another $500 million to build its competitor to Microsoft HoloLens http://cnb.cx/2x20s7b ,
2017-09-15,"Facebook hires AI expert, launches lab in Canada's Montreal",
2017-09-16,EU-U.S. data pact faces first major test of credibility,
2017-09-18,Nokia says to get sales boost after patent ruling,
2017-09-18,MOVES-JPMorgan hires Amazon exec for retail 'customer experience',
2017-09-18,"Global stocks, dollar rise as investors turn eyes to Fed",
2017-09-18,"Ex-SAC trader says he forgot the facts, seeks to void insider trading plea",
2017-09-18,From grudge to nudge: tech firms help insurers shift gear,
2017-09-18,"GLOBAL MARKETS-Stocks, dollar rise as investors turn eyes to Fed",
2017-09-18,"IBM far outranks Microsoft as blockchain industry leader, report says http://cnb.cx/2ffS9Qt ",
2017-09-18,Nokia gets decision in patent arbitration with LG,
2017-09-18,"Microsoft's Hotmail, Outlook.com services back up after outage",
2017-09-18,Microsoft's Hotmail and Outlook.com suffer all-day outage in Europe,
2017-09-18,Microsoft CEO Satya Nadella could have worked at Amazon — but he took a hard-charging offer to run Bing instead http://cnb.cx/2y9wz3Y ,
2017-09-18,"IBM far outranks Microsoft as blockchain industry leader, research says http://cnb.cx/2wp8j1p ",
2017-09-19,Buffett calls pessimists about United States 'out of their mind',
2017-09-19,Twitter says its controls are weeding out users advocating violence,
2017-09-19,"Aqua Security raises $25 mln, brings total to date to $38.5 mln",
2017-09-19,"Microsoft's Hotmail, http://Outlook.com  services back up after outage http://reut.rs/2xtqouq pic.twitter.com/NZqMDMKKxH",
2017-09-19,BRIEF-Microsoft announces quarterly dividend and changes to its board of directors,
2017-09-19,Microsoft CEO Satya Nadella could have worked at Amazon — but he took an offer to run Bing instead http://cnb.cx/2x8Ad1l  via @cnbctech,
2017-09-20,"Tech giants like Google, Facebook and Microsoft are about to get a warning over terror content  http://cnb.cx/2hgiACw ",
2017-09-20,"BRIEF-Dell EMC, General Dynamics and Microsoft awarded $1 bln contract",
2017-09-20,Hackers used Avast's CCleaner breach to attack technology companies,
2017-09-20,Internet firms say removing extremist content within hours is huge challenge,
2017-09-20,REFILE-UPDATE 3-Apple concedes new watch has connectivity glitch,
2017-09-20,"INSIGHT-Trump administration red tape tangles up visas for skilled foreigners, data shows",
2017-09-20,"Walmart, Target join call for 'Dreamer' legislation",
2017-09-20,BRIEF-Essity and Microsoft partner on Internet of Things,
2017-09-21,How this CIO went from janitor to tech exec at companies like Microsoft and Bank of America http://cnb.cx/2hlgfX6 ,
2017-09-21,"Saudi is lifting Skype, WhatsApp ban, but will censor calls",
2017-09-21,"Saudi lifting ban on Skype, WhatsApp calls, but will monitor them",
2017-09-25,"CORRECTED-Microsoft makes Teams primary teamwork hub, replacing Skype for Business",
2017-09-25,"US STOCKS-Wall St falls on N. Korea warnings, tech selloff",
2017-09-25,Breakingviews: Cox: Facebook's about-face is only partial victory,
2017-09-25,Microsoft makes a bunch of Azure updates as it keeps chasing Amazon's cloud http://cnb.cx/2wNxYkp ,
2017-09-25,Microsoft is making a push for workers who don't normally use its software — like vineyard workers http://cnb.cx/2htC8DV ,
2017-09-25,Bill Gates explains one area where Microsoft CEO Satya Nadella is a better leader than he is http://cnb.cx/2y4dbJM ,
2017-09-25,Microsoft is making a push for workers who don't normally use its software — like vineyard workers http://cnb.cx/2jXkexN ,
2017-09-25,Microsoft is making a new push for workers like retail clerks and drivers http://cnb.cx/2fs6gCs ,
2017-09-25,Microsoft squares off more directly against IBM's Watson with AI solutions that can be adapted to customer’s needs http://on.wsj.com/2wOpkCc ,
2017-09-25,Microsoft makes a bunch of Azure updates as it keeps chasing Amazon's cloud http://cnb.cx/2jXdBvn ,
2017-09-25,"Bill Gates and Microsoft CEO Satya Nadella on the cultural transformation of the company, immigration and more http://on.wsj.com/2hsjvnt ",
2017-09-25,"Microsoft’s CEO wants AI to help... not replace, humans https://bloom.bg/2y3OIEu pic.twitter.com/pngC3H2vEw",
2017-09-25,"A rare joint interview with Microsoft's CEO and Bill Gates, in WSJ. Magazine http://on.wsj.com/2fkhtkE ",
2017-09-26,"BRIEF-Accenture, Microsoft and Avanade expand strategic alliance to offer advanced cybersecurity solutions",
2017-09-27,Microsoft search engine Bing to focus on PC search market: CEO,
2017-09-27,Microsoft search engine Bing to focus on PC search market -CEO,
2017-09-27,BRIEF-Cloudera Inc announced upcoming beta release of Cloudera Altus data engineering for Microsoft Azure,
2017-09-27,BRIEF-DXC Technology announces service offerings for Microsoft Azure,
2017-09-27,"UPCOMING REUTERS NEWSMAKER - Interview with Microsoft CEO, Satya Nadella",
