Date,News,
2017-04-10,U.S. Justice Dept announces actions to dismantle Kelihos botnet,
2017-04-10,"India's Flipkart raises $1.4 bln from Tencent, eBay, Microsoft",
2017-04-10,U.S. targets spam botnet after Russian arrested in Spain,
2017-04-10,"India's Flipkart raises $1.4 billion from Tencent, eBay, Microsoft http://reut.rs/2oQPvnq pic.twitter.com/Wo9BJK1G9A",
2017-04-10,"Microsoft, eBay, Tencent invest $1.4 billion in India’s Flipkart http://on.wsj.com/2ple8F2 ",
2017-04-11,"Microsoft, eBay, Tencent invest $1.4 billion in Amazon’s India rival  http://on.wsj.com/2nX7Quo ",
2017-04-11,"Facebook has reached its Microsoft Bing moment, and history shows the results won't be pretty http://cnb.cx/2ooYmeJ ",
2017-04-11,"China's Huawei targets Amazon, Alibaba in public cloud service push",
2017-04-11,Microsoft makes a small acquisition to help it catch Amazon's cloud http://cnb.cx/2ojXYhv  via @cnbctech,
2017-04-12,"Microsoft will show the world new hardware on May 2, but no new Surface Pro http://cnb.cx/2o6oDLo ",
2017-04-12,"Minecraft has grown its user base since Microsoft acquired it, but sales need a boost  https://www.wsj.com/articles/microsoft-mining-more-out-of-minecraft-1491989400 … via @WSJ",
2017-04-12,"Facebook has reached its Microsoft Bing moment, and history shows the results won't be pretty http://cnb.cx/2o3JzUm  via @cnbctech",
2017-04-12,Dutch payments firm Adyen sees revs doubling to $1.5 bln in 2017,
2017-04-13,Microsoft will unveil the most powerful gaming console it's ever made on June 11 http://cnb.cx/2oDhUwx ,
2017-04-13,Microsoft says received at least a thousand U.S. foreign intelligence surveillance requests in first half of 2016: http://reut.rs/2owwy8x pic.twitter.com/QdnrduUdAx,
2017-04-13,Microsoft says U.S. foreign intelligence surveillance requests more than doubled http://reut.rs/2pyP7pY pic.twitter.com/5FiNFYGhpv,
2017-04-13,Infosys cash return is a welcome distraction,
2017-04-14,Microsoft will unveil the most powerful gaming console it's ever made on June 11 http://cnb.cx/2nJbQU2  via @cnbctech,
2017-04-14,Hackers release files indicating NSA monitored global bank transfers,
2017-04-15,Hacker documents show NSA tools for breaching global money transfer system,
2017-04-18,MOVES-EMC executive joins Warburg Pincus as adviser,
2017-04-18,"Full interview with Steve Ballmer on Microsoft, Twitter http://cnb.cx/2nZrx9u ",
2017-04-18,"Microsoft well-positioned to beat Amazon in cloud, but it's 'not a birth right', ex-CEO Ballmer says http://cnb.cx/2nYzcoQ ",
2017-04-19,IBM's cloud provides little silver lining,
2017-04-21,British PM May says June election result 'not certain',
2017-04-21,"Indian techies, IT firms fret as Trump orders U.S. visa review",
2017-04-21,"Indian techies, IT firms fret as Trump orders US visa review",
2017-04-21,British PM May sticks to foreign aid pledge ahead of election,
2017-04-22,EU mulls legislation in the fight against online hate speech,
2017-04-24,GLOBAL MARKETS-French election relief sends Europe soaring,
2017-04-24,"Nasdaq 6,000 is in sight, thanks to tech stocks like Apple and Microsoft http://cnb.cx/2q7OF2j ",
2017-04-24,Microsoft's Nadella banks on LinkedIn data to challenge Salesforce: http://reut.rs/2q6VBNp pic.twitter.com/IZfm9qKOwO,
2017-04-24,"As the Nasdaq closes in on 6K, it has Apple, Microsoft and the 'big five' tech stocks to thank http://cnb.cx/2q7LFCW ",
2017-04-24,Microsoft's Nadella banks on LinkedIn data to challenge Salesforce http://reut.rs/2pX1uxm pic.twitter.com/9ubb5FqFEy,
2017-04-24,US STOCKS-Wall St surges in relief rally after French vote result,
2017-04-24,French election results catapult Wall Street higher; Nasdaq sets record,
2017-04-24,US STOCKS-Wall St rallies as traders embrace risk after French election,
2017-04-24,"French election spurs equity market, euro rally",
2017-04-24,"GLOBAL MARKETS-French election spurs equity market, euro rally",
2017-04-24,US STOCKS-French election results catapult Wall St higher; Nasdaq sets record,
2017-04-24,"US STOCKS-Wall St surges, Nasdaq hits record on French vote result",
2017-04-25,"US STOCKS-Nasdaq hits 6,000, Dow surges as earnings impress",
2017-04-25,"Nasdaq tops 6,000 as earnings boost Wall St; U.S. tax code eyed",
2017-04-25,"US STOCKS-Nasdaq tops 6,000 as earnings boost Wall St; U.S. tax code eyed",
2017-04-25,"Seventeen years after 5,000, Nasdaq tops 6,000",
2017-04-25,"US STOCKS-Nasdaq tops 6,000, Dow surges as earnings impress",
2017-04-26,REFILE-Hackers exploited Word flaw for months while Microsoft investigated,
2017-04-26,Microsoft says no increase in U.S. foreign intelligence surveillance requests,
2017-04-26,CORRECTED-(OFFICIAL)-Microsoft says no increase in U.S. foreign intelligence surveillance requests,
2017-04-26,Trump advisers to discuss whether U.S. stays in Paris climate pact: official,
2017-04-26,Mobile phones make reporters of Indian villagers to fix problems,
2017-04-26,Trump advisers to discuss whether U.S. stays in Paris climate pact -official,
2017-04-27,"Why Microsoft's profit boom is just beginning, according to Credit Suisse http://cnb.cx/2oPGrM1 ",
2017-04-27,Hackers exploited this dangerous Microsoft Word flaw for months while the company investigated: http://reut.rs/2oBo69F pic.twitter.com/6HIPl78RQ0,
2017-04-27,Microsoft set to report earnings as stock sits near all-time highs http://cnb.cx/2qk7Gyv ,
2017-04-27,Hackers exploited Word flaw for months while Microsoft investigated http://reut.rs/2q9zre3 pic.twitter.com/CZL6mLLiyT,
2017-04-27,Microsoft set to report earnings as stock sits near all-time highs http://cnb.cx/2oNFJhA ,
2017-04-27,EARNINGS: Microsoft Q3 EPS $0.73 Adj. vs. $0.70 Est.; Q3 Revs. $23.56B vs. $23.62B Est. • $MSFT http://cnb.cx/2oNOxUz pic.twitter.com/4sZmB4kg3v,
2017-04-27,Hackers exploited Word flaw for months while Microsoft investigated http://reut.rs/2qhc7ds pic.twitter.com/oswc5rCm0Z,
2017-04-27,GLOBAL MARKETS-Stocks little changed after Trump tax plan; euro weakens on Draghi,
2017-04-27,Hackers exploited Word flaw for months while Microsoft investigated http://reut.rs/2qgMLMZ pic.twitter.com/Qo53qwBpdk,
2017-04-27,Microsoft shares fall 2% after-hours; company reports small revenue miss & 3 cent EPS beat http://cnb.cx/2oNOxUz ,
2017-04-27,Microsoft just showed why it desperately needs a new Surface Pro http://cnb.cx/2oNYKAu ,
2017-04-27,"Microsoft's cloud business is growing almost twice as fast as Amazon's, with Google far behind http://cnb.cx/2oNTa13 ",
2017-04-27,"Microsoft’s Office 365, cloud businesses power earnings http://on.wsj.com/2prdfOw  $MSFT",
2017-04-27,Microsoft blames slow Surface sales for revenue miss http://cnb.cx/2qd2Y9t ,
2017-04-27,Microsoft dips after revenue misses expectations http://cnb.cx/2oQQK2z ,
2017-04-27,Hackers exploited Word flaw for months while Microsoft investigated http://reut.rs/2oPcmwd pic.twitter.com/nEZEPNiqJA,
2017-04-27,Activist ValueAct says invested in private equity pioneer KKR,
2017-04-27,"GLOBAL MARKETS-Trump tax cut, ECB questions cool risk rally",
2017-04-27,"Nintendo sees Switch console doubling profit, ending 8-year sales slide",
2017-04-27,Equity markets dip on U.S. tax plan; euro weakens on Draghi,
2017-04-27,Nokia outpaces Ericsson in first quarter as network market recovers,
2017-04-27,Republican lawmakers urge Trump to weaken Paris climate pact pledge,
2017-04-27,US STOCKS-Futures flat as Trump tax plan offers little cheer,
2017-04-27,GLOBAL MARKETS-Equity markets dip on U.S. tax plan; euro weakens on Draghi,
2017-04-27,"US STOCKS-Tech earnings lift Nasdaq to record high; S&P, Dow flat",
2017-04-27,US STOCKS-Wall St little changed with eyes on earnings,
2017-04-27,"US STOCKS-Earnings lift Nasdaq to record; S&P, Dow drift",
2017-04-27,Microsoft's quarterly profit rises 27.8 percent,
2017-04-27,Microsoft's quarterly profit rises 27.8 pct,
2017-04-27,Exclusive: Trump says U.S. wants fair treatment in climate pact,
2017-04-27,Hackers exploited Word flaw for months while Microsoft investigated,
2017-04-28,"Google's search for non-ad revenue puts spotlight on cloud, Pixel",
2017-04-28,"Microsoft's cloud business is growing almost twice as fast as Amazon's, with Google far behind http://cnb.cx/2qcMcYg ",
2017-04-28,Microsoft's momentum slows on weaker sales of its Surface tablets https://bloom.bg/2pEII0A pic.twitter.com/CTu8EyLDRx,
2017-04-28,Virtual Office: This is what it's like to wear Microsoft's new mixed reality headset http://cnb.cx/2ptmhuH ,
2017-04-28,Microsoft just showed why it desperately needs a new Surface Pro http://cnb.cx/2oR78Qx  via @cnbctech,
2017-04-28,Trump says U.S. wants fair treatment in climate pact,
2017-04-28,"I just tried Microsoft's new VR system, and it's like stepping into Windows http://cnb.cx/2ptybob ",
2017-04-28,"Microsoft's silver lining: Surface loses, but Windows wins http://reut.rs/2qloLrV pic.twitter.com/9bw7c3XmCR",
2017-04-28,"Amazon, Alphabet and Microsoft ended the day $27.4 billion richer http://cnb.cx/2qooapq ",
2017-04-28,"Microsoft Surface sales sink, shares dip http://reut.rs/2pF7aiH pic.twitter.com/js3BJRQf8P",
2017-04-28,"Sorry, Microsoft: Your cloud sales popped 93% — but research says you're still not on Amazon's radar http://cnb.cx/2oTYsc3 ",
2017-04-29,"Amazon, Alphabet and Microsoft ended Friday $27.4 billion richer http://cnb.cx/2pvqWfo ",
2017-05-01,"US STOCKS-Apple, tech lift Wall St as Nasdaq sets record",
2017-05-01,Microsoft will reveal new hardware and software on Tuesday -- here’s what to expect http://cnb.cx/2p0QLRB ,
2017-05-01,US STOCKS-Tech propels Wall St as Nasdaq sets record,
2017-05-01,"Apple, tech lift Wall Street as Nasdaq sets record",
2017-05-01,US STOCKS-Wall St moves higher as tech gains offset weak economic data,
2017-05-02,Windows 10 S is Microsoft's answer to Chrome OS http://cnb.cx/2p4Qfli ,
2017-05-02,"You can't ignore Microsoft's new Surface laptop, a $999 machine that boots up in seconds https://bloom.bg/2qoX31a pic.twitter.com/hy4qQlvu8x",
2017-05-02,Microsoft just launched a clever sneak attack against Apple's MacBook http://cnb.cx/2oUmqIb ,
2017-05-02,Microsoft steps up the war against Google Chromebooks in schools http://cnb.cx/2p1NBfz ,
2017-05-02,Microsoft unveils a new 13.5 inch Surface Laptop to take on rival Chromebooks http://cnb.cx/2p1QsoS ,
2017-05-02,"Microsoft, taking aim at the education market, unveiled a new Surface Laptop and a new version of Windows 10 http://on.wsj.com/2p2Wohl ",
2017-05-02,An exclusive look at the new Microsoft Surface laptop https://bloom.bg/2p1VNfP pic.twitter.com/OrphC5Emex,
2017-05-02,Microsoft unveils Windows 10 S for its Surface laptops,
2017-05-02,EM ASIA FX- Asian currencies rise as North Korea concerns ease,
2017-05-02,"EMERGING MARKETS-EM stocks hit 20-mth high on tech rally, currencies gain",
2017-05-02,"GLOBAL MARKETS-Hi-tech leads Asia shares near 2-year high despite soft China, U.S. data",
2017-05-02,Microsoft debuts a $999 laptop for college kids https://bloom.bg/2qoEgmK pic.twitter.com/qmKYI2JpdS,
2017-05-03,NATO urges global fight against climate change as Trump mulls Paris accord,
2017-05-03,"WhatsApp faces worldwide outage, says is fixing it",
2017-05-03,"Facebook tries to fix violent video problem with 3,000 new workers",
2017-05-04,Infosys plays down cost concerns from U.S. hiring plan,
2017-05-04,U.S. will lose jobs if it quits Paris climate deal: U.N.,
2017-05-06,Japan's SoftBank takes driving seat in Indian online shake-up,
2017-05-09,Amazon adds video calling with Echo Show,
2017-05-10,"Microsoft adds tools to flag bad content in Amazon, Google face-off",
2017-05-10,Satya Nadella explains how Microsoft will succeed in a world of rising nationalism http://cnb.cx/2q70QxE ,
2017-05-10,Patent firm Mirror Worlds targets Facebook in latest lawsuit,
2017-05-10,China's tech money heads for Israel as US welcome wanes,
2017-05-11,Olympics-IOC's 2024 evaluation commission gets full LA experience,
2017-05-11,Microsoft Cortana is finally playing catch-up with Amazon Alexa http://cnb.cx/2q3dj7e  via @cnbctech,
2017-05-11,Microsoft is coming hard after Amazon http://cnb.cx/2r2Osyz  via @cnbctech,
2017-05-11,Satya Nadella explains how Microsoft will succeed in a world of rising nationalism http://cnb.cx/2q4nb0g  via @cnbctech,
2017-05-11,"US STOCKS-Tech, consumer discretionary stocks drag down Wall St",
2017-05-11,Microsoft just announced the next major Windows 10 update http://cnb.cx/2qwbmBK ,
2017-05-11,Microsoft is showing off new cloud services for AI and industrial sensors https://bloom.bg/2qUWooH pic.twitter.com/aQ2UBUxWlz,
2017-05-11,"Nvidia announced a plan to go up against Amazon, Google and Microsoft http://cnb.cx/2r2ZFiU  via @cnbctech",
2017-05-11,Microsoft’s first VR headsets are now available for developers to preorder http://cnb.cx/2r5ROB4 ,
2017-05-11,Microsoft wants Windows to play nice with iPhones and Android devices https://bloom.bg/2r4DA2H pic.twitter.com/82IVba00tL,
2017-05-12,"CORRECTED-UPDATE 2-Telefonica, other Spanish firms hit in ""ransomware"" attack",
2017-05-12,"Microsoft adds detection, protection against global cyberattack: statement",
2017-05-12,"Microsoft adds detection, protection against global cyberattack -statement",
2017-05-12,FedEx reports malware interference in global cyberattack: statement,
2017-05-12,FedEx reports malware interference in global cyberattack -statement,
2017-05-12,"Microsoft adds detection, protection against global cyberattack: statement http://reut.rs/2r2FLY9 pic.twitter.com/Hvi0flC6of",
2017-05-12,"Microsoft says it added detection, protection against global cyberattack http://cnb.cx/2qB9Vlq ",
2017-05-12,Olympics: IOC's 2024 evaluation commission gets full LA experience,
2017-05-12,"Microsoft unveils new Windows, mixed-reality features  http://on.wsj.com/2qyN7Tn ",
2017-05-13,"After a worldwide ransomware attack, Microsoft patched Windows XP as a safety measure http://cnb.cx/2qgpcVK ",
2017-05-13,"Microsoft adds detection, protection against global cyberattack: statement http://reut.rs/2r2w7om pic.twitter.com/YJMRYn7d8Q",
2017-05-13,Factbox: Don't click: What is the 'ransomware' WannaCry worm?,
2017-05-14,"WRAPUP 1-Some businesses in Asia disrupted by cyber attack, authorities brace for more",
2017-05-14,Australia and NZ largely escape global cyber attack,
2017-05-14,"Taiwan stocks trade above 10,000 mark amid cyberattack concerns",
2017-05-14,WRAPUP 7-More disruptions feared from cyber attack; Microsoft slams gov't secrecy,
2017-05-15,More disruptions feared from cyber attack; Microsoft slams government secrecy,
2017-05-15,German cyber agency says more German firms affected by cyber attacks,
2017-05-15,Putin warns of risks of governments creating hacking tools,
2017-05-15,REFILE-Ransomware attack again thrusts U.S. spy agency into unwanted spotlight,
2017-05-15,Cyber worm attack propels health funding to center of British election campaign,
2017-05-15,Indian state power company's computers hit by ransomware attack,
2017-05-15,"China hit by cyber virus, Europe warns of more attacks",
2017-05-15,Britain worked through night to counter cyber attack on health service -minister,
2017-05-15,WRAPUP 11-Researchers see possible North Korea link to global cyber attack,
2017-05-15,U.S. companies push hard for lower tax rate on offshore profits,
2017-05-15,Germany's BSI says more German companies affected by cyber attacks,
2017-05-15,"India says its computer systems safe, software patches installed",
2017-05-15,Cyber attack could spark lawsuits but not against Microsoft,
2017-05-15,Australia and New Zealand largely escape global cyber attack,
2017-05-16,"US STOCKS-S&P 500 falls on mixed data, Nasdaq helped by tech stocks",
2017-05-16,ValueAct practices what it preaches on succession,
2017-05-16,"WRAPUP 4-Cyber attack eases, hacking group threatens to sell code",
2017-05-16,"US STOCKS-Wall St flat after S&P, Nasdaq hit record highs",
2017-05-16,Group thought to be behind NSA tool leaks threatens new round of spy tools,
2017-05-16,UN has high hopes for private sector after Microsoft rights donation,
2017-05-16,DocuSign says hackers accessed customer email database,
2017-05-16,Group linked to NSA spy leaks threatens sale of new tech secrets,
2017-05-16,Ransomware attack again thrusts U.S. spy agency into unwanted spotlight,
2017-05-17,NAFTA demise fears fade as U.S. firms committed to Mexico: lobby,
2017-05-17,Czech PM Sobotka accepts Ivan Pilny as nominee for finance minister,
2017-05-17,Chinese state media says U.S. should take some blame for cyber attack,
2017-05-17,U.S. cyber bill would shift power away from spy agency,
2017-05-17,"Cyber attack eases, hacking group threatens to sell code",
2017-05-17,Czech PM accepts new finance minister to end government dispute,
2017-05-17,NAFTA demise fears fade as U.S. firms committed to Mexico -lobby,
2017-05-18,"Indians report spike in ransomware attacks, government says damage contained",
2017-05-18,"Indians report spike in ransomware attacks, govt says damage contained",
2017-05-19,CORRECTED-RPT-Security experts find clues to ransomware worm's lingering risks,
2017-05-19,WannaCry attack is good business for cyber security firms,
2017-05-19,CORRECTED-Security experts find clues to ransomware worm's lingering risks,
2017-05-22,"US STOCKS-Wall St extends gains as defense, tech stocks rise",
2017-05-22,U.S. top court tightens patent suit rules in blow to 'patent trolls',
2017-05-23,Security experts find clues to ransomware worm's lingering risks,
2017-05-23,Apple and Nokia see deeper partnership after ending patent dispute,
2017-05-23,"China's Huawei enters PC market to take on Lenovo, HP, Dell",
2017-05-24,Battle hardened eastern European tech entrepreneurs draw global interest,
2017-05-25,"Exclusive: Wannacry hits Russian postal service, exposes wider security shortcomings",
2017-05-25,Symantec says 'highly likely' North Korea group behind ransomware attacks,
2017-05-25,Facebook's Zuckerberg urges Harvard grads to contemplate risk,
2017-05-25,How good are activity trackers at counting calories burned?,
2017-05-30,Ban on foreign funds for non-profit may hurt India health programmes,
2017-05-30,Ban on foreign funds for non-profit may hurt India health programs,
2017-05-30,"Wall Street slips as energy, financials lose ground",
2017-05-30,"US STOCKS-Wall St slips as energy, financials lose ground",
2017-05-30,"Analysts see more gains as Amazon shares break $1,000",
2017-05-30,Group linked to NSA leaks says will release more data in July,
2017-05-31,Africans never hung up on Nokia's old 'brick',
2017-05-31,"CORRECTED-Box beats expectations with steady growth, shares jump",
2017-05-31,"Nokia takes its relaunched 3310 ""brick"" home to Finland",
2017-05-31,"Box beats expectations with steady growth, shares jump",
2017-05-31,Nokia takes its relaunched 3310 'brick' home to Finland,
2017-06-01,Microsoft's Skype draws inspiration from Snapchat in big redesign,
2017-06-01,Social media firms have increased removals of online hate speech: EU,
2017-06-01,Trump withdrawal from climate deal gets mixed response from U.S. companies,
2017-06-01,REFILE-Social media companies step up removals of online hate speech: EU,
2017-06-03,Grail passes early test in quest to find cancer in blood,
2017-06-06,AMD rallies as cryptocurrency miners snap up graphics chips,
2017-06-06,Taiwan's HTC says virtual reality headset will be compatible with Apple's new OS,
2017-06-08,Microsoft agrees to buy U.S.-Israeli cyber firm Hexadite,
2017-06-09,"British pound falls after UK election shock, dollar gains",
2017-06-09,"GLOBAL MARKETS-British pound falls after UK election shock, dollar gains",
2017-06-09,US STOCKS-Tech stocks pull Wall Street away from record highs,
2017-06-12,GLOBAL MARKETS-Tech sell-off weighs again on stocks; dollar slips,
2017-06-12,Tech sell-off weighs again on stocks; dollar slips,
2017-06-12,ANALYSIS-Tech rout sparks search for value,
2017-06-12,US STOCKS-Tech selloff drags down Wall St,
2017-06-12,"Exclusive: Foxconn says Apple, Dell join its bid for Toshiba chip business",
2017-06-12,GLOBAL MARKETS-Nasdaq slides again as global tech sell-off bites,
2017-06-12,US STOCKS-Tech selloff pulls Wall St lower,
2017-06-13,Record number of investors say stocks overvalued: BAML poll,
2017-06-13,"US STOCKS-Wall St climbs as tech recovers, banks rise ahead of Fed",
2017-06-13,US STOCKS-Tech recovery sends Wall St to records with Fed next,
2017-06-13,U.S. blames North Korean government for cyber attacks since 2009,
2017-06-13,Global stocks rise as tech bounces; investors ready for Fed,
2017-06-13,Tech rout sparks search for value,
2017-06-13,SEC identifies adviser cyber security flaws,
2017-06-13,"Big investors, unfazed by techs' roller coaster, buy 'FANG' stocks",
2017-06-13,"GLOBAL MARKETS-Asia stocks shake off U.S. tech slump, loonie jumps on rate hike prospect",
2017-06-13,"GLOBAL MARKETS-Stocks, U.S. bond yields rise as Fed meets",
2017-06-13,Tech recovery sends Wall St. to records with Fed next,
2017-06-14,"U.S. blames North Korea for hacking spree, says more attacks likely",
2017-06-14,"GLOBAL MARKETS-Asia lags Wall Street's record run, wary of Fed plans",
2017-06-14,Toyota chief says may consider acquisitions to gain auto tech access,
2017-06-15,Shorts hold fire against big tech names as U.S. sector slides,
2017-06-15,Facebook discloses new details on removing terrorism content,
2017-06-15,"US STOCKS-Growth worries, tech drop drag down futures",
2017-06-15,US STOCKS-Tech stocks lead broad decline on Wall St,
2017-06-16,Class plaintiffs tell SCOTUS no need for ascertainability review,
2017-06-16,"Seattle love, dread of activist investor help clinch Amazon M&A roles",
2017-06-16,US STOCKS-Wall St falls as Amazon-Whole Foods deal crushes retailers,
2017-06-19,Tech CEOs meet with Trump on government overhaul,
2017-06-19,US STOCKS-Wall St opens higher as tech stocks bounce back,
2017-06-19,US STOCKS-Wall St rises as tech stocks bounce back,
2017-06-20,"US STOCKS-Wall St falls on oil tumble, consumer sector and Fed worries",
2017-06-20,"Wall St. falls on oil tumble, consumer sector and Fed worries",
2017-06-20,"US STOCKS-Wall St falls as oil tumbles, investors watch Georgia vote",
2017-06-20,"US STOCKS-Wall St falls as oil tumbles, tech rebound peters out",
2017-06-20,Cisco adds subscription services to its core networking business,
2017-06-20,"U.S. banks, corporations establish principles for cyber risk ratings firms",
2017-06-22,Critics say Whole Foods deal would give Amazon an unfair advantage,
2017-06-22,"ANALYSIS: WannaCry attack shows trend toward 'economic' cyber threats, rising regulatory risk",
2017-06-22,Google pushes framework for law enforcement access to overseas data,
2017-06-23,"CORRECTED-US STOCKS-U.S. stocks rise on tech gains, oil rebound",
2017-06-26,"Short of IT workers at home, Israeli startups recruit elsewhere",
2017-06-26,"S&P 500, Dow edge up; tech weighs on Nasdaq",
2017-06-26,"US STOCKS-S&P, Dow edge up; tech weighs on Nasdaq",
2017-06-26,"REFILE-US STOCKS-S&P 500, Dow edge up; tech weighs on Nasdaq",
2017-06-26,Social media giants step up joint fight against extremist content,
2017-06-26,"JUST IN: Facebook, Microsoft, Twitter & YouTube say they are forming ""Global Internet Forum to Counter Terrorism"" http://cnb.cx/2tbOnMu ",
2017-06-26,"Facebook, YouTube, Twitter and Microsoft join to keep terrorist content off their sites http://cnb.cx/2tNOkoe ",
2017-06-26,"Google, Microsoft among companies urging court to back gay workers http://reut.rs/2rUWQ3y ",
2017-06-26,US STOCKS-S&P 500 edges up; tech weighs on Nasdaq,
2017-06-27,"US STOCKS-S&P, Dow pare losses as bank, consumer stocks rise",
2017-06-27,Box and Microsoft will sell a file sharing service on Microsoft's cloud platform https://bloom.bg/2se1u0s pic.twitter.com/qxZXjl23Hl,
2017-06-27,Chocolate factory becomes Australia's first victim of latest cyber attack,
2017-06-27,CORRECTED-US STOCKS-Tech shares boost Nasdaq; energy stocks rebound,
2017-06-27,"Wall Street ends higher on technology, energy boost",
2017-06-27,Germany's BSI says Petya malware used in cyber attacks,
2017-06-27,Factbox: EU hits Google with record $2.7 billion fine,
2017-06-27,"CORRECTED-US STOCKS-Wall Street ends higher on technology, energy boost",
2017-06-28,Google faces years of EU oversight on top of record antitrust fine,
2017-06-28,WRAPUP 3-New computer virus spreads from Ukraine to disrupt world business,
2017-06-28,Cyber attack hits property arm of French bank BNP Paribas,
2017-06-28,New computer virus spreads from Ukraine to disrupt world business,
2017-06-28,"In EU dealings, Google could learn from an erstwhile rival",
2017-06-28,WRAPUP 2-Major cyber attack disrupts businesses around world,
2017-06-28,WRAPUP 5-New computer virus spreads from Ukraine to disrupt world business,
2017-06-28,"Apple's iPhone turns 10, bumpy start forgotten",
2017-06-29,French tycoon Niel sees Paris overtaking London as startup leader,
2017-06-29,US STOCKS-Wall Street hit hard as tech softness continues,
2017-06-29,REFILE-UPDATE 1-French tycoon Niel sees Paris overtaking London as startup leader,
2017-06-29,"US STOCKS-S&P, Dow flat as tech losses offset gains in banks",
2017-06-29,Wall Street hit hard as tech softness continues,
2017-06-29,US STOCKS-Tech swoon leads big drop on Wall Street,
2017-06-30,Baidu leads China’s self-driving charge in Silicon Valley,
2017-06-30,"Despite hacking charges, U.S. tech industry fought to keep ties to Russia spy service",
2017-06-30,"INSIGHT-Despite hacking charges, U.S. tech industry fought to keep ties to Russia spy service",
2017-06-30,Microsoft is planning a sales reorganization focused on the cloud https://bloom.bg/2sqxFdb pic.twitter.com/BEtAJJepgf,
2017-07-01,Microsoft is planning a round of layoffs at offices around the world as part of an overhaul of its sales team http://on.wsj.com/2sqsABR ,
2017-07-03,"Microsoft is preparing to lay off thousands of employees, according to report http://cnb.cx/2uhpEEY ",
2017-07-03,Microsoft to reorganize sales and marketing teams http://reut.rs/2sjYQlM pic.twitter.com/pirEpYrcrM,
2017-07-03,Family firm in Ukraine says it was not responsible for cyber attack,
2017-07-03,Facebook fights U.S. gag order that it says chills free speech,
2017-07-03,"Glitch causes prices of Apple, Google, other stocks to appear off",
2017-07-03,Exclusive: Dropbox seeks to hire IPO underwriters: sources,
2017-07-03,Microsoft reorganized its sales and marketing operations as it shifts toward AI and the cloud https://bloom.bg/2szFqxv pic.twitter.com/84pyQ8gYsT,
2017-07-04,Microsoft just launched a new keyboard with a built-in fingerprint reader http://cnb.cx/2smoFSk ,
2017-07-04,"Google, Yahoo sites display incorrect stock prices for $GOOG, $AMZN, $MSFT, others http://cnb.cx/2tKKShv ",
2017-07-04,GLOBAL MARKETS-Asian shares stumble as N.Korea fires missile into Japanese waters,
2017-07-05,Thousands of layoffs coming to Microsoft: Report http://cnb.cx/2uEh1U6 ,
2017-07-06,Microsoft plans to cut 'thousands' of jobs: source http://reut.rs/2suY6dF pic.twitter.com/4x4hEyje97,
2017-07-06,"BREAKING: Microsoft to cut up to 3,000 jobs http://cnbc.com/id/104567963 ",
2017-07-06,SoftBank's stalled Indian sale defies logic,
2017-07-06,"US STOCKS-Wall St falls on weak ADP jobs data, North Korea tensions",
2017-07-06,International NGOs' China operations hit by registration delays under new law,
2017-07-06,Microsoft to cut 'thousands' of jobs: source http://reut.rs/2tMXZy1 ,
2017-07-07,"How Apple, Microsoft and Uber are using differential privacy technology to protect users http://on.wsj.com/2uxS7qc ",
2017-07-07,"US STOCKS-U.S. jobs data lifts Wall Street as tech, financials advance",
2017-07-07,"US STOCKS-Tech stocks, jobs data drive Wall St higher",
2017-07-07,"US STOCKS-Wall St climbs further on jobs data, gains in tech",
2017-07-07,"US STOCKS-Wall Street climbs after jobs data as tech, financials rise",
2017-07-07,"Wall Street climbs after jobs data as tech, financials rise",
2017-07-10,"Poor nations need help to use big data to tackle disease, poverty: expert",
2017-07-10,US STOCKS-Gains in technology stocks prop up Wall St,
2017-07-10,"Buffett donates $3.17 billion to Gates charity, four others",
2017-07-10,"Buffett donates $3.17 bln to Gates charity, four others",
2017-07-10,Honda confirms 11th U.S. death tied to ruptured Takata air bag inflator,
2017-07-10,US STOCKS- Wall St up as technology shares hold gains,
2017-07-10,"GLOBAL MARKETS-Dollar, equity markets climb; Amazon boosts U.S. stocks",
2017-07-11,Hyperledger releases its first production ready blockchain,
2017-07-11,Amazon wins India's approval to invest in domestic food retail,
2017-07-11,Intel rolls out new chips in battle for data center business,
2017-07-12,Apple sets up China data center to meet new cyber-security rules,
2017-07-12,CORRECTED-U.S. tech startups fight sexual harassment with tougher policies,
2017-07-12,U.S. tech startups fight sexual harassment with tougher policies,
2017-07-13,FHFA’s MBS litigation offers 25 billion reasons why government should hire private law firms,
2017-07-17,US STOCKS-Wall St opens flat as investors await big earnings,
2017-07-17,US STOCKS-Wall St slightly up as earnings season picks up pace,
2017-07-17,US STOCKS-Wall St holds steady as investors await big earnings,
2017-07-17,US STOCKS-Futures little changed ahead of big earnings,
2017-07-17,US STOCKS-Wall St set to open flat in run-up to big earnings,
2017-07-17,Major tech firms urge U.S. to retain net neutrality rules,
2017-07-18,Amazon makes cloud contract more customer-friendly as rivals loom,
2017-07-19,"US STOCKS-Tech lifts Nasdaq, S&P to record; IBM weighs on Dow",
2017-07-19,"US STOCKS-Nasdaq, S&P hit record highs as tech, health stocks rise",
2017-07-19,"US STOCKS-Tech lifts Nasdaq, S&P to new highs; IBM weighs on Dow",
2017-07-19,Slack makes push for developers as competition intensifies,
2017-07-20,US STOCKS-Futures flat as investors await earnings deluge,
2017-07-20,European human rights court rejects free speech defense of extremist videos,
2017-07-20,GLOBAL MARKETS-Draghi QE talk pushes euro to 14-month high,
